SKU,Attribute Set
3000198,"sku=3000198001,color=01 -Starry Night,size=3 g / 0.11 oz|sku=3000198002,color=02 -Party Animal,size=3 g / 0.11 oz|sku=3000198003,color=03 -Vampire,size=3 g / 0.11 oz|sku=3000198004,color=04 -Autumn Glaze,size=3 g / 0.11 oz|sku=3000198005,color=05 -Silver Chrome,size=3 g / 0.11 oz|sku=3000198006,color=06 -White Swan,size=3 g / 0.11 oz|sku=3000198007,color=07 -Dark Horse,size=3 g / 0.11 oz|sku=3000198008,color=08 -When in Rome,size=3 g / 0.11 oz|sku=3000198009,color=09 -Golden Clover,size=3 g / 0.11 oz|sku=3000198010,color=10 -Disco Bar,size=3 g / 0.11 oz|sku=3000198011,color=11 -Mistle Toe,size=3 g / 0.11 oz|sku=3000198012,color=12 -Candle Light,size=3 g / 0.11 oz|sku=3000198013,color=13 -Highness,size=3 g / 0.11 oz|sku=3000198014,color=14 -Glory,size=3 g / 0.11 oz|sku=3000198015,color=15 -Havana,size=3 g / 0.11 oz|sku=3000198016,color=16 -Mermaid,size=3 g / 0.11 oz|sku=3000198017,color=17 -Sunrise,size=3 g / 0.11 oz|sku=3000198018,color=18 -Ex -Affair,size=3 g / 0.11 oz|sku=3000198019,color=19 -Fireflies,size=3 g / 0.11 oz|sku=3000198020,color=20 -Lemon Tart,size=3 g / 0.11 oz|sku=3000198021,color=21 -Tassels,size=3 g / 0.11 oz|sku=3000198022,color=22 -Prom Night,size=3 g / 0.11 oz|sku=3000198023,color=23 -Green Alert,size=3 g / 0.11 oz|sku=3000198024,color=24 -Go Green,size=3 g / 0.11 oz|sku=3000198025,color=25 -Lime Zest,size=3 g / 0.11 oz|sku=3000198026,color=26 -Green Moss,size=3 g / 0.11 oz|sku=3000198027,color=27 -Fashion Police,size=3 g / 0.11 oz|sku=3000198028,color=28 -Ignited,size=3 g / 0.11 oz|sku=3000198029,color=29 -Think Pink,size=3 g / 0.11 oz|sku=3000198030,color=30 -Dear Diary,size=3 g / 0.11 oz|sku=3000198031,color=31 -Trust Issues,size=3 g / 0.11 oz|sku=3000198032,color=32 -Golden Hour,size=3 g / 0.11 oz|sku=3000198033,color=33 -Gold on Fire,size=3 g / 0.11 oz|sku=3000198034,color=34 -Seven Heavens,size=3 g / 0.11 oz|sku=3000198035,color=35 -Exclusive,size=3 g / 0.11 oz|sku=3000198036,color=36 -Drama Queen,size=3 g / 0.11 oz|sku=3000198037,color=37 -Party Mode,size=3 g / 0.11 oz|sku=3000198038,color=38 -Ocean View,size=3 g / 0.11 oz|sku=3000198039,color=39 -Sweet Dreams,size=3 g / 0.11 oz|sku=3000198040,color=40 -Pink Treat,size=3 g / 0.11 oz|sku=3000198041,color=41 -Wifey,size=3 g / 0.11 oz|sku=3000198042,color=42 -Cosmic Vibes,size=3 g / 0.11 oz|sku=3000198043,color=43 -B.A.E,size=3 g / 0.11 oz|sku=3000198044,color=44 -Tripping,size=3 g / 0.11 oz|sku=3000198045,color=45 -Mixed Feelings,size=3 g / 0.11 oz|sku=3000198046,color=46 -Girl Crush,size=3 g / 0.11 oz|sku=3000198047,color=47 -Going Banana,size=3 g / 0.11 oz|sku=3000198048,color=48 -Injected,size=3 g / 0.11 oz|sku=3000198049,color=49 -Breaking Rules,size=3 g / 0.11 oz|sku=3000198050,color=50 -Lime Soda,size=3 g / 0.11 oz|sku=3000198051,color=51 -1 in a Million,size=3 g / 0.11 oz|sku=3000198052,color=52 -Dope,size=3 g / 0.11 oz|sku=3000198053,color=53 -Kiss me in the dark,size=3 g / 0.11 oz"
3000199,"sku=3000199001,color=01 -Starry Night,size=3 g / 0.11 oz|sku=3000199002,color=02 -Party Animal,size=3 g / 0.11 oz|sku=3000199003,color=03 -Vampire,size=3 g / 0.11 oz|sku=3000199004,color=04 -Autumn Glaze,size=3 g / 0.11 oz|sku=3000199005,color=05 -Silver Chrome,size=3 g / 0.11 oz|sku=3000199006,color=06 -White Swan,size=3 g / 0.11 oz|sku=3000199007,color=07 -Dark Horse,size=3 g / 0.11 oz|sku=3000199008,color=08 -When in Rome,size=3 g / 0.11 oz|sku=3000199009,color=09 -Golden Clover,size=3 g / 0.11 oz|sku=3000199010,color=10 -Disco Bar,size=3 g / 0.11 oz|sku=3000199011,color=11 -Mistle Toe,size=3 g / 0.11 oz|sku=3000199012,color=12 -Candle Light,size=3 g / 0.11 oz|sku=3000199013,color=13 -Highness,size=3 g / 0.11 oz|sku=3000199014,color=14 -Glory,size=3 g / 0.11 oz|sku=3000199015,color=15 -Havana,size=3 g / 0.11 oz|sku=3000199016,color=16 -Mermaid,size=3 g / 0.11 oz|sku=3000199017,color=17 -Sunrise,size=3 g / 0.11 oz|sku=3000199018,color=18 -Ex -Affair,size=3 g / 0.11 oz|sku=3000199019,color=19 -Fireflies,size=3 g / 0.11 oz|sku=3000199020,color=20 -Lemon Tart,size=3 g / 0.11 oz|sku=3000199021,color=21 -Tassels,size=3 g / 0.11 oz|sku=3000199022,color=22 -Prom Night,size=3 g / 0.11 oz|sku=3000199023,color=23 -Green Alert,size=3 g / 0.11 oz|sku=3000199024,color=24 -Go Green,size=3 g / 0.11 oz|sku=3000199025,color=25 -Lime Zest,size=3 g / 0.11 oz|sku=3000199026,color=26 -Green Moss,size=3 g / 0.11 oz|sku=3000199027,color=27 -Fashion Police,size=3 g / 0.11 oz|sku=3000199028,color=28 -Ignited,size=3 g / 0.11 oz|sku=3000199029,color=29 -Think Pink,size=3 g / 0.11 oz|sku=3000199030,color=30 -Dear Diary,size=3 g / 0.11 oz|sku=3000199031,color=31 -Trust Issues,size=3 g / 0.11 oz|sku=3000199032,color=32 -Golden Hour,size=3 g / 0.11 oz|sku=3000199033,color=33 -Gold on Fire,size=3 g / 0.11 oz|sku=3000199034,color=34 -Seven Heavens,size=3 g / 0.11 oz|sku=3000199035,color=35 -Exclusive,size=3 g / 0.11 oz|sku=3000199036,color=36 -Drama Queen,size=3 g / 0.11 oz|sku=3000199037,color=37 -Party Mode,size=3 g / 0.11 oz|sku=3000199038,color=38 -Ocean View,size=3 g / 0.11 oz|sku=3000199039,color=39 -Sweet Dreams,size=3 g / 0.11 oz|sku=3000199040,color=40 -Pink Treat,size=3 g / 0.11 oz|sku=3000199041,color=41 -Wifey,size=3 g / 0.11 oz|sku=3000199042,color=42 -Cosmic Vibes,size=3 g / 0.11 oz|sku=3000199043,color=43 -B.A.E,size=3 g / 0.11 oz|sku=3000199044,color=44 -Tripping,size=3 g / 0.11 oz|sku=3000199045,color=45 -Mixed Feelings,size=3 g / 0.11 oz|sku=3000199046,color=46 -Girl Crush,size=3 g / 0.11 oz|sku=3000199047,color=47 -Going Banana,size=3 g / 0.11 oz|sku=3000199048,color=48 -Injected,size=3 g / 0.11 oz|sku=3000199049,color=49 -Breaking Rules,size=3 g / 0.11 oz|sku=3000199050,color=50 -Lime Soda,size=3 g / 0.11 oz|sku=3000199051,color=51 -1 in a Million,size=3 g / 0.11 oz|sku=3000199052,color=52 -Dope,size=3 g / 0.11 oz|sku=3000199053,color=53 -Kiss me in the dark,size=3 g / 0.11 oz"
3000200,"sku=3000200001,color=01 -The Bright Boy,size=3 g / 0.11 oz|sku=3000200002,color=02 -The Brightening Copper,size=3 g / 0.11 oz|sku=3000200003,color=03 -The Bright Sun,size=3 g / 0.11 oz|sku=3000200004,color=04 -You Can Eat Me,size=3 g / 0.11 oz|sku=3000200005,color=05 -Love,size=3 g / 0.11 oz|sku=3000200006,color=06 -The Pink Girl,size=3 g / 0.11 oz|sku=3000200007,color=07 -The Pure Magenta,size=3 g / 0.11 oz|sku=3000200008,color=08 -The Pink City Girl (v2.0),size=3 g / 0.11 oz"
3000201,"sku=3000201001,color=01 -Peek -A -Boo,size=2.5 g / 0.09 oz|sku=3000201002,color=02 -Vanilla Extract,size=2.5 g / 0.09 oz|sku=3000201003,color=03 -Silver Lining,size=2.5 g / 0.09 oz|sku=3000201004,color=04 -Sun Burst,size=2.5 g / 0.09 oz|sku=3000201005,color=05 -Gold Mine,size=2.5 g / 0.09 oz|sku=3000201006,color=06 -Heirloom Gold,size=2.5 g / 0.09 oz|sku=3000201007,color=07 -Poison Ivy,size=2.5 g / 0.09 oz|sku=3000201008,color=08 -Rose Twinkle,size=2.5 g / 0.09 oz|sku=3000201009,color=09 -Green Apple,size=2.5 g / 0.09 oz|sku=3000201010,color=10 -Mean Girl's Pink,size=2.5 g / 0.09 oz|sku=3000201011,color=11 -Cotton Candy,size=2.5 g / 0.09 oz|sku=3000201012,color=12 -Trousseau Shopping,size=2.5 g / 0.09 oz|sku=3000201013,color=13 -Preach,size=2.5 g / 0.09 oz|sku=3000201014,color=14 -Faithful,size=2.5 g / 0.09 oz|sku=3000201015,color=15 -Stunner,size=2.5 g / 0.09 oz|sku=3000201016,color=16 -Spotlight,size=2.5 g / 0.09 oz|sku=3000201017,color=17 -Flame,size=2.5 g / 0.09 oz|sku=3000201018,color=18 -Hourglass,size=2.5 g / 0.09 oz|sku=3000201019,color=19 -Daydream,size=2.5 g / 0.09 oz|sku=3000201020,color=20 -Ballerina,size=2.5 g / 0.09 oz|sku=3000201021,color=21 -Fairy -Tale,size=2.5 g / 0.09 oz|sku=3000201022,color=22 -Arabian Nights,size=2.5 g / 0.09 oz|sku=3000201023,color=23 -Girl Boss,size=2.5 g / 0.09 oz|sku=3000201024,color=24 -Girl's Day Out,size=2.5 g / 0.09 oz|sku=3000201025,color=25 -Brooklyn,size=2.5 g / 0.09 oz|sku=3000201026,color=26 -Sweet Heart,size=2.5 g / 0.09 oz|sku=3000201027,color=27 -Pixie Dust,size=2.5 g / 0.09 oz|sku=3000201028,color=28 -Famous,size=2.5 g / 0.09 oz|sku=3000201029,color=29 -Fancy,size=2.5 g / 0.09 oz|sku=3000201030,color=30 -Sweet,size=2.5 g / 0.09 oz|sku=3000201031,color=31 -Sunbeam,size=2.5 g / 0.09 oz"
3000202,"sku=3000202001,color=01,size=2.5 g / 0.09 oz (7X)|sku=3000202002,color=02,size=2.5 g / 0.09 oz (7X)"
3000203,"sku=3000203001,color=01 -Crushed Pearl,size=2.5 g / 0.09 oz|sku=3000203002,color=02 -Gold Coin,size=2.5 g / 0.09 oz|sku=3000203003,color=03 -Pure Platinum,size=2.5 g / 0.09 oz|sku=3000203004,color=04 -Gilded,size=2.5 g / 0.09 oz|sku=3000203005,color=05 -Metallic Laurel,size=2.5 g / 0.09 oz|sku=3000203006,color=06 -Heirloom Gold,size=2.5 g / 0.09 oz|sku=3000203007,color=07 -Yellow Mercury,size=2.5 g / 0.09 oz|sku=3000203008,color=08 -Aged Bronze,size=2.5 g / 0.09 oz|sku=3000203009,color=09 -Pink Alloy,size=2.5 g / 0.09 oz|sku=3000203010,color=10 -Copper Pot,size=2.5 g / 0.09 oz|sku=3000203011,color=11 -Silver Leaf,size=2.5 g / 0.09 oz|sku=3000203012,color=12 -Rose Gold,size=2.5 g / 0.09 oz|sku=3000203013,color=13 -Hot Lava,size=2.5 g / 0.09 oz|sku=3000203014,color=14 -Gold Digger,size=2.5 g / 0.09 oz|sku=3000203015,color=15 -Candy Floss,size=2.5 g / 0.09 oz|sku=3000203016,color=16 -Gotham City,size=2.5 g / 0.09 oz|sku=3000203017,color=17 -Silver Spoon,size=2.5 g / 0.09 oz|sku=3000203018,color=18 -Ice Cold,size=2.5 g / 0.09 oz|sku=3000203019,color=19 -Gold Coast,size=2.5 g / 0.09 oz|sku=3000203020,color=20 -Bound To Earth,size=2.5 g / 0.09 oz|sku=3000203021,color=21 -Chandelier,size=2.5 g / 0.09 oz|sku=3000203022,color=22 -Mirror Mirror,size=2.5 g / 0.09 oz|sku=3000203023,color=23 -When In Rome,size=2.5 g / 0.09 oz|sku=3000203024,color=24 -Mystery Princess,size=2.5 g / 0.09 oz"
3000204,"sku=3000204001,color=01 -Cleopatra,size=2.5 g / 0.09 oz|sku=3000204002,color=02 -Moondust,size=2.5 g / 0.09 oz|sku=3000204003,color=03 -Crystal,size=2.5 g / 0.09 oz|sku=3000204004,color=04 -Moonlight,size=2.5 g / 0.09 oz"
3000205,"sku=3000205001,color=Coco Brown (Brown),size=0.25 g / 0.01 oz|sku=3000205002,color=Rebel (Dark Brown),size=0.25 g / 0.01 oz|sku=3000205003,color=Ash Brown (Grey),size=0.25 g / 0.01 oz"
3000206,"sku=3000206001,color=01 -Cuban Espresso,size=6 g / 0.21 oz|sku=3000206002,color=02 -Cedar Creme,size=6 g / 0.21 oz|sku=3000206003,color=03 -Walnut Wax,size=6 g / 0.21 oz|sku=3000206004,color=04 -Burnt Umber,size=6 g / 0.21 oz"
3000207,"sku=3000207001,color=Black,size=1.2 g / 0.04 oz|sku=3000207002,color=Forest Green,size=1.2 g / 0.04 oz|sku=3000207003,color=Navy Blue,size=1.2 g / 0.04 oz|sku=3000207004,color=Coffee Brown,size=1.2 g / 0.04 oz|sku=3000207005,color=Skin,size=1.2 g / 0.04 oz|sku=3000207006,color=Blank Canvas,size=1.2 g / 0.04 oz"
3000208,"sku=3000208001,color=Dark Shadow,size=1.6 g / 0.06 oz|sku=3000208002,color=Silver Chrome,size=1.6 g / 0.06 oz|sku=3000208003,color=Lush Green,size=1.6 g / 0.06 oz|sku=3000208004,color=Tropical Green,size=1.6 g / 0.06 oz|sku=3000208005,color=Midnight Blue,size=1.6 g / 0.06 oz|sku=3000208006,color=Ocean Mermaid,size=1.6 g / 0.06 oz|sku=3000208007,color=Silver Lining,size=1.6 g / 0.06 oz|sku=3000208008,color=24 Karat,size=1.6 g / 0.06 oz"
3000209,"sku=3000209001,color=01 -Gold Digger,size=0.03 fl.oz / 1 ml|sku=3000209002,color=02 -Ocean Waves,size=0.03 fl.oz / 1 ml|sku=3000209003,color=03 -Knight In Armour,size=0.03 fl.oz / 1 ml|sku=3000209004,color=04 -Thunder Strike,size=0.03 fl.oz / 1 ml|sku=3000209005,color=05 -Fresh Cut,size=0.03 fl.oz / 1 ml|sku=3000209006,color=06 -Mermaid Skin,size=0.03 fl.oz / 1 ml"
3000210,"sku=3000210001,color=Smoked Out Sass (Smokey),size=1.4 g / 0.05 oz (9X)|sku=3000210002,color=Thinking Of You (Mauve),size=1.4 g / 0.05 oz (9X)|sku=3000210003,color=Bold With A Bolt (Electric),size=1.4 g / 0.05 oz (9X)|sku=3000210004,color=Not So Ordinary (Warm),size=1.4 g / 0.05 oz (9X)"
3000211,"sku=3000211001,color=01,size=70 g / 2.47 oz|sku=3000211002,color=02,size=70 g / 2.47 oz"
3000212,"sku=3000212001,color=01 -Subtle Beauty,size=2 g / 0.07 oz (15X)|sku=3000212002,color=02 -Pure Classic,size=2 g / 0.07 oz (15X)"
3000213,"sku=3000213001,color=01 -Paparazzi,size=2 g / 0.07 oz (15X)|sku=3000213002,color=02 -Sweet Sparkle,size=2 g / 0.07 oz (15X)"
3000214,"sku=3000214001,color=01 -Pink Pop,size=3.8 g / 0.13 oz|sku=3000214002,color=02 -Goth Queen,size=3.8 g / 0.13 oz|sku=3000214003,color=03 -Brick,size=3.8 g / 0.13 oz|sku=3000214004,color=04 -Autumn,size=3.8 g / 0.13 oz|sku=3000214005,color=05 -Marshmelon,size=3.8 g / 0.13 oz|sku=3000214006,color=06 -My Lips But Better Mlbb,size=3.8 g / 0.13 oz|sku=3000214007,color=07 -Wine,size=3.8 g / 0.13 oz|sku=3000214008,color=08 -Pinkfetti,size=3.8 g / 0.13 oz|sku=3000214009,color=09 -Kappaccino,size=3.8 g / 0.13 oz|sku=3000214010,color=10 -Red Tulip,size=3.8 g / 0.13 oz|sku=3000214011,color=11 -Pink Lady,size=3.8 g / 0.13 oz|sku=3000214012,color=12 -Rose,size=3.8 g / 0.13 oz|sku=3000214013,color=13 -Red Velvet,size=3.8 g / 0.13 oz|sku=3000214014,color=14 -Poppy,size=3.8 g / 0.13 oz|sku=3000214015,color=15 -Deep Plum,size=3.8 g / 0.13 oz|sku=3000214016,color=16 -Peach Tea,size=3.8 g / 0.13 oz|sku=3000214017,color=17 -Mahogany,size=3.8 g / 0.13 oz|sku=3000214018,color=18 -Maple,size=3.8 g / 0.13 oz|sku=3000214019,color=19 -Pepper,size=3.8 g / 0.13 oz|sku=3000214020,color=20 -Rose Wood,size=3.8 g / 0.13 oz|sku=3000214021,color=21 -Petal,size=3.8 g / 0.13 oz|sku=3000214022,color=22 -Faith,size=3.8 g / 0.13 oz|sku=3000214023,color=23 -Cherry Pie,size=3.8 g / 0.13 oz|sku=3000214024,color=24 -Whiskey,size=3.8 g / 0.13 oz|sku=3000214025,color=25 -Raisin Cake,size=3.8 g / 0.13 oz|sku=3000214026,color=26 -Orange Soda,size=3.8 g / 0.13 oz|sku=3000214027,color=27 -Lazer,size=3.8 g / 0.13 oz|sku=3000214028,color=28 -Dollhouse,size=3.8 g / 0.13 oz|sku=3000214029,color=29 -Smile Bright,size=3.8 g / 0.13 oz|sku=3000214030,color=30 -Corolove,size=3.8 g / 0.13 oz|sku=3000214031,color=31 -Cranberry Jam,size=3.8 g / 0.13 oz|sku=3000214032,color=32 -Corally Rose,size=3.8 g / 0.13 oz|sku=3000214033,color=33 -Strawberry Candy,size=3.8 g / 0.13 oz|sku=3000214034,color=34 -Preach,size=3.8 g / 0.13 oz|sku=3000214035,color=35 -Burnt Walnut,size=3.8 g / 0.13 oz|sku=3000214036,color=36 -Watermelon Crush,size=3.8 g / 0.13 oz|sku=3000214037,color=37 -Very Berry,size=3.8 g / 0.13 oz|sku=3000214038,color=38 -Pink Heart,size=3.8 g / 0.13 oz|sku=3000214039,color=39 -Bubblegum,size=3.8 g / 0.13 oz|sku=3000214040,color=40 -Sugarcone Pink,size=3.8 g / 0.13 oz|sku=3000214041,color=41 -Divalicious,size=3.8 g / 0.13 oz|sku=3000214042,color=42 -Pink Sand,size=3.8 g / 0.13 oz|sku=3000214043,color=43 -Coral Reef,size=3.8 g / 0.13 oz|sku=3000214044,color=44 -Soft Cerise,size=3.8 g / 0.13 oz|sku=3000214045,color=45 -Fuzzy Rose,size=3.8 g / 0.13 oz|sku=3000214046,color=46 -Wicked,size=3.8 g / 0.13 oz|sku=3000214047,color=47 -Tangerine Zest,size=3.8 g / 0.13 oz|sku=3000214048,color=48 -Goji Berry,size=3.8 g / 0.13 oz|sku=3000214049,color=49 -Midnight,size=3.8 g / 0.13 oz|sku=3000214050,color=50 -Lip Primer,size=3.8 g / 0.13 oz"
3000215,"sku=3000215001,color=01 -Brunch,size=3.5 g / 0.12 oz|sku=3000215002,color=02 -Unicorn,size=3.5 g / 0.12 oz|sku=3000215003,color=03 -Mauvelicious,size=3.5 g / 0.12 oz|sku=3000215004,color=04 -Buttercup,size=3.5 g / 0.12 oz|sku=3000215005,color=05 -Red Wine,size=3.5 g / 0.12 oz|sku=3000215006,color=06 -Cinderella,size=3.5 g / 0.12 oz|sku=3000215007,color=07 -Nutcracker,size=3.5 g / 0.12 oz|sku=3000215008,color=08 -Wild Love,size=3.5 g / 0.12 oz|sku=3000215009,color=09 -Espresso,size=3.5 g / 0.12 oz|sku=3000215010,color=10 -Paradise,size=3.5 g / 0.12 oz|sku=3000215011,color=11 -Venice,size=3.5 g / 0.12 oz|sku=3000215012,color=12 -Valentine,size=3.5 g / 0.12 oz|sku=3000215013,color=13 -City Lights,size=3.5 g / 0.12 oz|sku=3000215014,color=14 -Magic Carpet,size=3.5 g / 0.12 oz"
3000216,"sku=3000216001,color=01,size=2 g / 0.07 oz|sku=3000216002,color=02,size=2 g / 0.07 oz|sku=3000216003,color=03,size=2 g / 0.07 oz|sku=3000216004,color=04,size=2 g / 0.07 oz|sku=3000216005,color=05,size=2 g / 0.07 oz|sku=3000216006,color=06,size=2 g / 0.07 oz|sku=3000216007,color=07,size=2 g / 0.07 oz|sku=3000216008,color=08,size=2 g / 0.07 oz|sku=3000216009,color=09,size=2 g / 0.07 oz|sku=3000216010,color=10,size=2 g / 0.07 oz|sku=3000216011,color=11,size=2 g / 0.07 oz|sku=3000216012,color=12,size=2 g / 0.07 oz|sku=3000216013,color=13,size=2 g / 0.07 oz|sku=3000216014,color=14,size=2 g / 0.07 oz|sku=3000216015,color=15,size=2 g / 0.07 oz|sku=3000216016,color=16,size=2 g / 0.07 oz|sku=3000216017,color=17,size=2 g / 0.07 oz|sku=3000216018,color=18,size=2 g / 0.07 oz|sku=3000216019,color=19,size=2 g / 0.07 oz|sku=3000216020,color=20,size=2 g / 0.07 oz|sku=3000216021,color=21,size=2 g / 0.07 oz|sku=3000216022,color=22,size=2 g / 0.07 oz|sku=3000216023,color=23,size=2 g / 0.07 oz|sku=3000216024,color=24,size=2 g / 0.07 oz"
3000217,"sku=3000217001,color=My Hero,size=5 g / 0.18 oz|sku=3000217002,color=On The Rocks,size=5 g / 0.18 oz|sku=3000217003,color=Red Heat,size=5 g / 0.18 oz|sku=3000217004,color=Seriously,size=5 g / 0.18 oz|sku=3000217005,color=Attitude,size=5 g / 0.18 oz|sku=3000217006,color=Smudge,size=5 g / 0.18 oz|sku=3000217007,color=Fiction,size=5 g / 0.18 oz|sku=3000217008,color=Grown Up,size=5 g / 0.18 oz|sku=3000217009,color=Jealous,size=5 g / 0.18 oz|sku=3000217010,color=Lady Finger,size=5 g / 0.18 oz"
3000218,"sku=3000218001,color=01,size=0.27 fl.oz / 8 ml|sku=3000218002,color=02,size=0.27 fl.oz / 8 ml|sku=3000218003,color=03,size=0.27 fl.oz / 8 ml|sku=3000218004,color=04,size=0.27 fl.oz / 8 ml|sku=3000218005,color=05,size=0.27 fl.oz / 8 ml|sku=3000218006,color=06,size=0.27 fl.oz / 8 ml|sku=3000218007,color=07,size=0.27 fl.oz / 8 ml|sku=3000218008,color=08,size=0.27 fl.oz / 8 ml|sku=3000218009,color=09,size=0.27 fl.oz / 8 ml|sku=3000218010,color=10,size=0.27 fl.oz / 8 ml|sku=3000218011,color=11,size=0.27 fl.oz / 8 ml|sku=3000218012,color=12,size=0.27 fl.oz / 8 ml|sku=3000218013,color=13,size=0.27 fl.oz / 8 ml|sku=3000218014,color=14,size=0.27 fl.oz / 8 ml|sku=3000218015,color=15,size=0.27 fl.oz / 8 ml|sku=3000218016,color=16,size=0.27 fl.oz / 8 ml|sku=3000218017,color=17,size=0.27 fl.oz / 8 ml|sku=3000218018,color=18,size=0.27 fl.oz / 8 ml|sku=3000218019,color=19,size=0.27 fl.oz / 8 ml|sku=3000218020,color=20,size=0.27 fl.oz / 8 ml|sku=3000218021,color=21,size=0.27 fl.oz / 8 ml|sku=3000218022,color=22,size=0.27 fl.oz / 8 ml"
3000219,"sku=3000219001,color=01 -#gamechanger,size=6.5 g / 0.23 oz|sku=3000219002,color=02 -#savage,size=6.5 g / 0.23 oz|sku=3000219003,color=03 -#hussleandshine,size=6.5 g / 0.23 oz|sku=3000219004,color=04 -#famjam,size=6.5 g / 0.23 oz|sku=3000219005,color=05 -#onfleek,size=6.5 g / 0.23 oz|sku=3000219006,color=06 -#selfiequeen,size=6.5 g / 0.23 oz|sku=3000219007,color=07 -#dapper,size=6.5 g / 0.23 oz|sku=3000219008,color=08 -#issaslay,size=6.5 g / 0.23 oz|sku=3000219009,color=09 -#bosslady,size=6.5 g / 0.23 oz|sku=3000219010,color=10 -#makeupaddict,size=6.5 g / 0.23 oz|sku=3000219011,color=11 -#dolledup,size=6.5 g / 0.23 oz|sku=3000219012,color=12 -#candid,size=6.5 g / 0.23 oz|sku=3000219013,color=13 -#sunkissed,size=6.5 g / 0.23 oz|sku=3000219014,color=14 -#goodvibes,size=6.5 g / 0.23 oz|sku=3000219015,color=15 -#oldschool,size=6.5 g / 0.23 oz|sku=3000219016,color=16 -#slayqueen,size=6.5 g / 0.23 oz|sku=3000219017,color=17 -#gogetter,size=6.5 g / 0.23 oz|sku=3000219018,color=18 -#wine -o -clock,size=6.5 g / 0.23 oz|sku=3000219019,color=19 -#coolgirlswag,size=6.5 g / 0.23 oz|sku=3000219020,color=20 -#wakeupandmakeup,size=6.5 g / 0.23 oz"
3000220,"sku=3000220001,color=01 -Pink,size=0.1 fl.oz / 3 ml (4X)|sku=3000220002,color=02 -Pink -Nude,size=0.1 fl.oz / 3 ml (4X)|sku=3000220003,color=03 -Nude,size=0.1 fl.oz / 3 ml (4X)|sku=3000220004,color=04 -Purple,size=0.1 fl.oz / 3 ml (4X)|sku=3000220005,color=05 -Brown,size=0.1 fl.oz / 3 ml (4X)|sku=3000220006,color=06 -Orange,size=0.1 fl.oz / 3 ml (4X)|sku=3000220007,color=07 -Shimmer,size=0.1 fl.oz / 3 ml (4X)"
