sku,brand_sku_code,hob_sku_code,ean_upc,store_view_code,attribute_set_code,product_type,categories,subcatagories,merchandise_categories,product_websites,name,manufacturer,gender,range,formulation,finish,coverage,skin_tone,skin_type,spf,hair_type,scalp_type,variant_type,pack_of,shade,color,size,product_details,description,short_description,how_to_use,key_ingredients,concern,hsn,shelf_life,article_type_sap,mc_code,country_of_origin,manufacture_info,weight,product_online,tax_class_name,visibility,price,special_price,special_price_from_date,special_price_to_date,url_key,meta_title,meta_keywords,meta_description,base_image,base_image_label,small_image,small_image_label,thumbnail_image,thumbnail_image_label,additional_images,swatch_image,swatch_image_label,created_at,updated_at,new_from_date,new_to_date,display_product_options_in,map_price,msrp_price,map_enabled,gift_message_available,custom_design,custom_design_from,custom_design_to,custom_layout_update,page_layout,product_options_container,msrp_display_actual_price_type,country_of_manufacture,additional_attributes,qty,out_of_stock_qty,use_config_min_qty,is_qty_decimal,allow_backorders,use_config_backorders,min_cart_qty,use_config_min_sale_qty,max_cart_qty,use_config_max_sale_qty,is_in_stock,notify_on_stock_below,use_config_notify_stock_qty,manage_stock,use_config_manage_stock,use_config_qty_increments,qty_increments,use_config_enable_qty_inc,enable_qty_increments,is_decimal_divided,website_id,related_skus,related_position,crosssell_skus,crosssell_position,upsell_skus,upsell_position,additional_image_labels,configurable_variations
3000195014,EYSH_3DMETL14,,3000195014,,Default,simple,"Default Category/Shop/MAKE -UP,Default Category/Shop/MAKE -UP/EYES",,"EYE SHADOW & PALETTES",base,"3D Metal Eyeshadow-14 -Sun Kissed-3 g / 0.11 oz",PAC,WOMEN,,"Pressed Powder",Metallic,"Full Coverage",,,,,,,1,Gold,"14 -Sun Kissed","3 g / 0.11 oz","From nude to vibrant and matte to iridescent, you'll be able to make your own combinations and create custom looks to match your style. Just combine, blend, or layer these highly pigmented shadows any way you like.",,,"Use an eyeshadow brush to pat color onto the lid.
Double the shadow as a liner by using an eyeliner brush and pressing into the lash line or using a wet/dry eyeliner brush to line along the upper and lower lash lines.
",,,3304,36,ZHOD,H30203001,Italy,,,1,,"Not Visible Individually",500,,,,,,,,https://dl.dropboxusercontent.com/s/ixxqb9jvsv0z0ps/EYSH_3DMETL14.main.jpg,,https://dl.dropboxusercontent.com/s/ixxqb9jvsv0z0ps/EYSH_3DMETL14.main.jpg,,https://dl.dropboxusercontent.com/s/ixxqb9jvsv0z0ps/EYSH_3DMETL14.main.jpg,,"https://dl.dropboxusercontent.com/s/dcrxaa7eugh0bca/EYSH_3DMETL14.other1.jpg,https://dl.dropboxusercontent.com/s/cx376av1r58of6m/EYSH_3DMETL14.other2.jpg,https://dl.dropboxusercontent.com/s/jirsoknq52rgbzl/EYSH_3DMETL14.other3.jpg",,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3000195015,EYSH_3DMETL15,,3000195015,,Default,simple,"Default Category/Shop/MAKE -UP,Default Category/Shop/MAKE -UP/EYES",,"EYE SHADOW & PALETTES",base,"3D Metal Eyeshadow-15 -Thunder Storm-3 g / 0.11 oz",PAC,WOMEN,,"Pressed Powder",Metallic,"Full Coverage",,,,,,,1,Blue,"15 -Thunder Storm","3 g / 0.11 oz","From nude to vibrant and matte to iridescent, you'll be able to make your own combinations and create custom looks to match your style. Just combine, blend, or layer these highly pigmented shadows any way you like.",,,"Use an eyeshadow brush to pat color onto the lid.
Double the shadow as a liner by using an eyeliner brush and pressing into the lash line or using a wet/dry eyeliner brush to line along the upper and lower lash lines.
",,,3304,36,ZHOD,H30203001,Italy,,,1,,"Not Visible Individually",500,,,,,,,,https://dl.dropboxusercontent.com/s/wb9ekecjrl1fyf3/EYSH_3DMETL15.main.jpg,,https://dl.dropboxusercontent.com/s/wb9ekecjrl1fyf3/EYSH_3DMETL15.main.jpg,,https://dl.dropboxusercontent.com/s/wb9ekecjrl1fyf3/EYSH_3DMETL15.main.jpg,,"https://dl.dropboxusercontent.com/s/ax3a83yjwod3gcm/EYSH_3DMETL15.other1.jpg,https://dl.dropboxusercontent.com/s/6b55ihownf10kde/EYSH_3DMETL15.other2.jpg,https://dl.dropboxusercontent.com/s/9mh4opajf4sbihr/EYSH_3DMETL15.other3.jpg",,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3000195016,EYSH_3DMETL16,,3000195016,,Default,simple,"Default Category/Shop/MAKE -UP,Default Category/Shop/MAKE -UP/EYES",,"EYE SHADOW & PALETTES",base,"3D Metal Eyeshadow-16 -Sweet Romance-3 g / 0.11 oz",PAC,WOMEN,,"Pressed Powder",Metallic,"Full Coverage",,,,,,,1,White,"16 -Sweet Romance","3 g / 0.11 oz","From nude to vibrant and matte to iridescent, you'll be able to make your own combinations and create custom looks to match your style. Just combine, blend, or layer these highly pigmented shadows any way you like.",,,"Use an eyeshadow brush to pat color onto the lid.
Double the shadow as a liner by using an eyeliner brush and pressing into the lash line or using a wet/dry eyeliner brush to line along the upper and lower lash lines.
",,,3304,36,ZHOD,H30203001,Italy,,,1,,"Not Visible Individually",500,,,,,,,,https://dl.dropboxusercontent.com/s/jh1o3lwm4pbzfbk/EYSH_3DMETL16.main.jpg,,https://dl.dropboxusercontent.com/s/jh1o3lwm4pbzfbk/EYSH_3DMETL16.main.jpg,,https://dl.dropboxusercontent.com/s/jh1o3lwm4pbzfbk/EYSH_3DMETL16.main.jpg,,"https://dl.dropboxusercontent.com/s/y7mydik1t2j635b/EYSH_3DMETL16.other1.jpg,https://dl.dropboxusercontent.com/s/o93bfads3v5j0cv/EYSH_3DMETL16.other2.jpg,https://dl.dropboxusercontent.com/s/z69s7g095cik489/EYSH_3DMETL16.other3.jpg",,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3000195017,EYSH_3DMETL17,,3000195017,,Default,simple,"Default Category/Shop/MAKE -UP,Default Category/Shop/MAKE -UP/EYES",,"EYE SHADOW & PALETTES",base,"3D Metal Eyeshadow-17 -Glimpse Of Gold-3 g / 0.11 oz",PAC,WOMEN,,"Pressed Powder",Metallic,"Full Coverage",,,,,,,1,White,"17 -Glimpse Of Gold","3 g / 0.11 oz","From nude to vibrant and matte to iridescent, you'll be able to make your own combinations and create custom looks to match your style. Just combine, blend, or layer these highly pigmented shadows any way you like.",,,"Use an eyeshadow brush to pat color onto the lid.
Double the shadow as a liner by using an eyeliner brush and pressing into the lash line or using a wet/dry eyeliner brush to line along the upper and lower lash lines.
",,,3304,36,ZHOD,H30203001,Italy,,,1,,"Not Visible Individually",500,,,,,,,,https://dl.dropboxusercontent.com/s/n3tfb29yarmlwzi/EYSH_3DMETL17.main.jpg,,https://dl.dropboxusercontent.com/s/n3tfb29yarmlwzi/EYSH_3DMETL17.main.jpg,,https://dl.dropboxusercontent.com/s/n3tfb29yarmlwzi/EYSH_3DMETL17.main.jpg,,"https://dl.dropboxusercontent.com/s/d483f75z38wezy4/EYSH_3DMETL17.other1.jpg,https://dl.dropboxusercontent.com/s/58nm4fr89g2ha4u/EYSH_3DMETL17.other2.jpg,https://dl.dropboxusercontent.com/s/zcmefcilo5gd4sh/EYSH_3DMETL17.other3.jpg",,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3000195018,EYSH_3DMETL18,,3000195018,,Default,simple,"Default Category/Shop/MAKE -UP,Default Category/Shop/MAKE -UP/EYES",,"EYE SHADOW & PALETTES",base,"3D Metal Eyeshadow-18 -Chasing The Stars-3 g / 0.11 oz",PAC,WOMEN,,"Pressed Powder",Metallic,"Full Coverage",,,,,,,1,Silver,"18 -Chasing The Stars","3 g / 0.11 oz","From nude to vibrant and matte to iridescent, you'll be able to make your own combinations and create custom looks to match your style. Just combine, blend, or layer these highly pigmented shadows any way you like.",,,"Use an eyeshadow brush to pat color onto the lid.
Double the shadow as a liner by using an eyeliner brush and pressing into the lash line or using a wet/dry eyeliner brush to line along the upper and lower lash lines.
",,,3304,36,ZHOD,H30203001,Italy,,,1,,"Not Visible Individually",500,,,,,,,,https://dl.dropboxusercontent.com/s/sdvwm8h3qqs30p1/EYSH_3DMETL18.main.jpg,,https://dl.dropboxusercontent.com/s/sdvwm8h3qqs30p1/EYSH_3DMETL18.main.jpg,,https://dl.dropboxusercontent.com/s/sdvwm8h3qqs30p1/EYSH_3DMETL18.main.jpg,,"https://dl.dropboxusercontent.com/s/uhm6o2w5rv6z39h/EYSH_3DMETL18.other1.jpg,https://dl.dropboxusercontent.com/s/uou9cq50plhpddc/EYSH_3DMETL18.other2.jpg,https://dl.dropboxusercontent.com/s/uusiw2d5zm6v4vi/EYSH_3DMETL18.other3.jpg",,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3000195,,,,,Default,configurable,"Default Category/Shop/MAKE -UP,Default Category/Shop/MAKE -UP/EYES",,"EYE SHADOW & PALETTES",base,"3D Metal Eyeshadow-01 -Angel Kiss-3 g / 0.11 oz",PAC,WOMEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,"Catalog, Search",,,,,,,,,https://dl.dropboxusercontent.com/s/q8ojvaf1jj3oipw/EYSH_3DMETL01.main.jpg,,https://dl.dropboxusercontent.com/s/q8ojvaf1jj3oipw/EYSH_3DMETL01.main.jpg,,https://dl.dropboxusercontent.com/s/q8ojvaf1jj3oipw/EYSH_3DMETL01.main.jpg,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,"sku=3000195001,color=01 -Angel Kiss,size=3 g / 0.11 oz|sku=3000195002,color=02 -First Dance,size=3 g / 0.11 oz|sku=3000195003,color=03 -Richie Rich,size=3 g / 0.11 oz|sku=3000195004,color=04 -Eternal Beauty,size=3 g / 0.11 oz|sku=3000195005,color=05 -Throne,size=3 g / 0.11 oz|sku=3000195006,color=06 -Treasure,size=3 g / 0.11 oz|sku=3000195007,color=07 -Sea Weed,size=3 g / 0.11 oz|sku=3000195008,color=08 -Touch Me Not,size=3 g / 0.11 oz|sku=3000195009,color=09 -Forbidden Love,size=3 g / 0.11 oz|sku=3000195010,color=10 -Red Velvet,size=3 g / 0.11 oz|sku=3000195011,color=11 -Moody,size=3 g / 0.11 oz|sku=3000195012,color=12 -Sink In Pink,size=3 g / 0.11 oz|sku=3000195013,color=13 -Ocean Waves,size=3 g / 0.11 oz|sku=3000195014,color=14 -Sun Kissed,size=3 g / 0.11 oz|sku=3000195015,color=15 -Thunder Storm,size=3 g / 0.11 oz|sku=3000195016,color=16 -Sweet Romance,size=3 g / 0.11 oz|sku=3000195017,color=17 -Glimpse Of Gold,size=3 g / 0.11 oz|sku=3000195018,color=18 -Chasing The Stars,size=3 g / 0.11 oz"
3000196001,EYSH_ULTCRM01,,3000196001,,Default,simple,"Default Category/Shop/MAKE -UP,Default Category/Shop/MAKE -UP/EYES",,"EYE SHADOW & PALETTES",base,"Ultra Cream Eyeshadow-01 -Bling -In-3 g / 0.11 oz",PAC,WOMEN,,Cream,Crème,"Medium Coverage ",,,,,,,1,White,"01 -Bling -In","3 g / 0.11 oz","These gorgeous shadows glide on instinctively, hugging the curves of the eyelid, and then dry down to a powdery finish. The chic, saturated shades can be layered or mixed to create your own unique signature color or ombre combination.",,,"Use an eyeshadow brush to pat color onto the lid.
Double the shadow as a liner by using an eyeliner brush and pressing into the lash line or using a wet/dry eyeliner brush to line along the upper and lower lash lines.
",,,3304,36,ZHOD,H30203001,PRC,,,1,,"Not Visible Individually",500,,,,,,,,https://dl.dropboxusercontent.com/s/m2f1ehs2nkwdza9/EYSH_ULTCRM01.main.jpg,,https://dl.dropboxusercontent.com/s/m2f1ehs2nkwdza9/EYSH_ULTCRM01.main.jpg,,https://dl.dropboxusercontent.com/s/m2f1ehs2nkwdza9/EYSH_ULTCRM01.main.jpg,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3000196002,EYSH_ULTCRM02,,3000196002,,Default,simple,"Default Category/Shop/MAKE -UP,Default Category/Shop/MAKE -UP/EYES",,"EYE SHADOW & PALETTES",base,"Ultra Cream Eyeshadow-02 -Dainty-3 g / 0.11 oz",PAC,WOMEN,,Cream,Crème,"Medium Coverage ",,,,,,,1,White,"02 -Dainty","3 g / 0.11 oz","These gorgeous shadows glide on instinctively, hugging the curves of the eyelid, and then dry down to a powdery finish. The chic, saturated shades can be layered or mixed to create your own unique signature color or ombre combination.",,,"Use an eyeshadow brush to pat color onto the lid.
Double the shadow as a liner by using an eyeliner brush and pressing into the lash line or using a wet/dry eyeliner brush to line along the upper and lower lash lines.
",,,3304,36,ZHOD,H30203001,PRC,,,1,,"Not Visible Individually",500,,,,,,,,https://dl.dropboxusercontent.com/s/s2bjn5p4cze41m4/EYSH_ULTCRM02.main.jpg,,https://dl.dropboxusercontent.com/s/s2bjn5p4cze41m4/EYSH_ULTCRM02.main.jpg,,https://dl.dropboxusercontent.com/s/s2bjn5p4cze41m4/EYSH_ULTCRM02.main.jpg,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3000196003,EYSH_ULTCRM03,,3000196003,,Default,simple,"Default Category/Shop/MAKE -UP,Default Category/Shop/MAKE -UP/EYES",,"EYE SHADOW & PALETTES",base,"Ultra Cream Eyeshadow-03 -Sneak Peek-3 g / 0.11 oz",PAC,WOMEN,,Cream,Crème,"Medium Coverage ",,,,,,,1,White,"03 -Sneak Peek","3 g / 0.11 oz","These gorgeous shadows glide on instinctively, hugging the curves of the eyelid, and then dry down to a powdery finish. The chic, saturated shades can be layered or mixed to create your own unique signature color or ombre combination.",,,"Use an eyeshadow brush to pat color onto the lid.
Double the shadow as a liner by using an eyeliner brush and pressing into the lash line or using a wet/dry eyeliner brush to line along the upper and lower lash lines.
",,,3304,36,ZHOD,H30203001,PRC,,,1,,"Not Visible Individually",500,,,,,,,,https://dl.dropboxusercontent.com/s/unw3i5xngsh6801/EYSH_ULTCRM03.main.jpg,,https://dl.dropboxusercontent.com/s/unw3i5xngsh6801/EYSH_ULTCRM03.main.jpg,,https://dl.dropboxusercontent.com/s/unw3i5xngsh6801/EYSH_ULTCRM03.main.jpg,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3000196004,EYSH_ULTCRM04,,3000196004,,Default,simple,"Default Category/Shop/MAKE -UP,Default Category/Shop/MAKE -UP/EYES",,"EYE SHADOW & PALETTES",base,"Ultra Cream Eyeshadow-04 -Glitterati-3 g / 0.11 oz",PAC,WOMEN,,Cream,Crème,"Medium Coverage ",,,,,,,1,Silver,"04 -Glitterati","3 g / 0.11 oz","These gorgeous shadows glide on instinctively, hugging the curves of the eyelid, and then dry down to a powdery finish. The chic, saturated shades can be layered or mixed to create your own unique signature color or ombre combination.",,,"Use an eyeshadow brush to pat color onto the lid.
Double the shadow as a liner by using an eyeliner brush and pressing into the lash line or using a wet/dry eyeliner brush to line along the upper and lower lash lines.
",,,3304,36,ZHOD,H30203001,PRC,,,1,,"Not Visible Individually",500,,,,,,,,https://dl.dropboxusercontent.com/s/yzreah6kk30izua/EYSH_ULTCRM04.main.jpg,,https://dl.dropboxusercontent.com/s/yzreah6kk30izua/EYSH_ULTCRM04.main.jpg,,https://dl.dropboxusercontent.com/s/yzreah6kk30izua/EYSH_ULTCRM04.main.jpg,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3000196005,EYSH_ULTCRM05,,3000196005,,Default,simple,"Default Category/Shop/MAKE -UP,Default Category/Shop/MAKE -UP/EYES",,"EYE SHADOW & PALETTES",base,"Ultra Cream Eyeshadow-05 -Emerald Bay-3 g / 0.11 oz",PAC,WOMEN,,Cream,Crème,"Medium Coverage ",,,,,,,1,Pink,"05 -Emerald Bay","3 g / 0.11 oz","These gorgeous shadows glide on instinctively, hugging the curves of the eyelid, and then dry down to a powdery finish. The chic, saturated shades can be layered or mixed to create your own unique signature color or ombre combination.",,,"Use an eyeshadow brush to pat color onto the lid.
Double the shadow as a liner by using an eyeliner brush and pressing into the lash line or using a wet/dry eyeliner brush to line along the upper and lower lash lines.
",,,3304,36,ZHOD,H30203001,PRC,,,1,,"Not Visible Individually",500,,,,,,,,https://dl.dropboxusercontent.com/s/1x4e75hg4urn8he/EYSH_ULTCRM05.main.jpg,,https://dl.dropboxusercontent.com/s/1x4e75hg4urn8he/EYSH_ULTCRM05.main.jpg,,https://dl.dropboxusercontent.com/s/1x4e75hg4urn8he/EYSH_ULTCRM05.main.jpg,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3000196006,EYSH_ULTCRM06,,3000196006,,Default,simple,"Default Category/Shop/MAKE -UP,Default Category/Shop/MAKE -UP/EYES",,"EYE SHADOW & PALETTES",base,"Ultra Cream Eyeshadow-06 -Mer -Babes-3 g / 0.11 oz",PAC,WOMEN,,Cream,Crème,"Medium Coverage ",,,,,,,1,Pink,"06 -Mer -Babes","3 g / 0.11 oz","These gorgeous shadows glide on instinctively, hugging the curves of the eyelid, and then dry down to a powdery finish. The chic, saturated shades can be layered or mixed to create your own unique signature color or ombre combination.",,,"Use an eyeshadow brush to pat color onto the lid.
Double the shadow as a liner by using an eyeliner brush and pressing into the lash line or using a wet/dry eyeliner brush to line along the upper and lower lash lines.
",,,3304,36,ZHOD,H30203001,PRC,,,1,,"Not Visible Individually",500,,,,,,,,https://dl.dropboxusercontent.com/s/xm855wo69670waj/EYSH_ULTCRM06.main.jpg,,https://dl.dropboxusercontent.com/s/xm855wo69670waj/EYSH_ULTCRM06.main.jpg,,https://dl.dropboxusercontent.com/s/xm855wo69670waj/EYSH_ULTCRM06.main.jpg,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3000196007,EYSH_ULTCRM07,,3000196007,,Default,simple,"Default Category/Shop/MAKE -UP,Default Category/Shop/MAKE -UP/EYES",,"EYE SHADOW & PALETTES",base,"Ultra Cream Eyeshadow-07 -Oh Boy!-3 g / 0.11 oz",PAC,WOMEN,,Cream,Crème,"Medium Coverage ",,,,,,,1,Gold,"07 -Oh Boy!","3 g / 0.11 oz","These gorgeous shadows glide on instinctively, hugging the curves of the eyelid, and then dry down to a powdery finish. The chic, saturated shades can be layered or mixed to create your own unique signature color or ombre combination.",,,"Use an eyeshadow brush to pat color onto the lid.
Double the shadow as a liner by using an eyeliner brush and pressing into the lash line or using a wet/dry eyeliner brush to line along the upper and lower lash lines.
",,,3304,36,ZHOD,H30203001,PRC,,,1,,"Not Visible Individually",500,,,,,,,,https://dl.dropboxusercontent.com/s/rr3o4pattgxttt4/EYSH_ULTCRM07.main.jpg,,https://dl.dropboxusercontent.com/s/rr3o4pattgxttt4/EYSH_ULTCRM07.main.jpg,,https://dl.dropboxusercontent.com/s/rr3o4pattgxttt4/EYSH_ULTCRM07.main.jpg,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3000196008,EYSH_ULTCRM08,,3000196008,,Default,simple,"Default Category/Shop/MAKE -UP,Default Category/Shop/MAKE -UP/EYES",,"EYE SHADOW & PALETTES",base,"Ultra Cream Eyeshadow-08 -Baby Girl-3 g / 0.11 oz",PAC,WOMEN,,Cream,Crème,"Medium Coverage ",,,,,,,1,Pink,"08 -Baby Girl","3 g / 0.11 oz","These gorgeous shadows glide on instinctively, hugging the curves of the eyelid, and then dry down to a powdery finish. The chic, saturated shades can be layered or mixed to create your own unique signature color or ombre combination.",,,"Use an eyeshadow brush to pat color onto the lid.
Double the shadow as a liner by using an eyeliner brush and pressing into the lash line or using a wet/dry eyeliner brush to line along the upper and lower lash lines.
",,,3304,36,ZHOD,H30203001,PRC,,,1,,"Not Visible Individually",500,,,,,,,,https://dl.dropboxusercontent.com/s/uvykso353x2jdm2/EYSH_ULTCRM08.main.jpg,,https://dl.dropboxusercontent.com/s/uvykso353x2jdm2/EYSH_ULTCRM08.main.jpg,,https://dl.dropboxusercontent.com/s/uvykso353x2jdm2/EYSH_ULTCRM08.main.jpg,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3000196009,EYSH_ULTCRM09,,3000196009,,Default,simple,"Default Category/Shop/MAKE -UP,Default Category/Shop/MAKE -UP/EYES",,"EYE SHADOW & PALETTES",base,"Ultra Cream Eyeshadow-09 -Made In Heaven-3 g / 0.11 oz",PAC,WOMEN,,Cream,Crème,"Medium Coverage ",,,,,,,1,Blue,"09 -Made In Heaven","3 g / 0.11 oz","These gorgeous shadows glide on instinctively, hugging the curves of the eyelid, and then dry down to a powdery finish. The chic, saturated shades can be layered or mixed to create your own unique signature color or ombre combination.",,,"Use an eyeshadow brush to pat color onto the lid.
Double the shadow as a liner by using an eyeliner brush and pressing into the lash line or using a wet/dry eyeliner brush to line along the upper and lower lash lines.
",,,3304,36,ZHOD,H30203001,PRC,,,1,,"Not Visible Individually",500,,,,,,,,https://dl.dropboxusercontent.com/s/8i3cc1co37qvyfo/EYSH_ULTCRM09.main.jpg,,https://dl.dropboxusercontent.com/s/8i3cc1co37qvyfo/EYSH_ULTCRM09.main.jpg,,https://dl.dropboxusercontent.com/s/8i3cc1co37qvyfo/EYSH_ULTCRM09.main.jpg,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3000196010,EYSH_ULTCRM10,,3000196010,,Default,simple,"Default Category/Shop/MAKE -UP,Default Category/Shop/MAKE -UP/EYES",,"EYE SHADOW & PALETTES",base,"Ultra Cream Eyeshadow-10 -Cupid-3 g / 0.11 oz",PAC,WOMEN,,Cream,Crème,"Medium Coverage ",,,,,,,1,"Grey ","10 -Cupid","3 g / 0.11 oz","These gorgeous shadows glide on instinctively, hugging the curves of the eyelid, and then dry down to a powdery finish. The chic, saturated shades can be layered or mixed to create your own unique signature color or ombre combination.",,,"Use an eyeshadow brush to pat color onto the lid.
Double the shadow as a liner by using an eyeliner brush and pressing into the lash line or using a wet/dry eyeliner brush to line along the upper and lower lash lines.
",,,3304,36,ZHOD,H30203001,PRC,,,1,,"Not Visible Individually",500,,,,,,,,https://dl.dropboxusercontent.com/s/evel1g2lvgu36us/EYSH_ULTCRM10.main.jpg,,https://dl.dropboxusercontent.com/s/evel1g2lvgu36us/EYSH_ULTCRM10.main.jpg,,https://dl.dropboxusercontent.com/s/evel1g2lvgu36us/EYSH_ULTCRM10.main.jpg,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3000196011,EYSH_ULTCRM11,,3000196011,,Default,simple,"Default Category/Shop/MAKE -UP,Default Category/Shop/MAKE -UP/EYES",,"EYE SHADOW & PALETTES",base,"Ultra Cream Eyeshadow-11 -Free Spirit-3 g / 0.11 oz",PAC,WOMEN,,Cream,Crème,"Medium Coverage ",,,,,,,1,Pink,"11 -Free Spirit","3 g / 0.11 oz","These gorgeous shadows glide on instinctively, hugging the curves of the eyelid, and then dry down to a powdery finish. The chic, saturated shades can be layered or mixed to create your own unique signature color or ombre combination.",,,"Use an eyeshadow brush to pat color onto the lid.
Double the shadow as a liner by using an eyeliner brush and pressing into the lash line or using a wet/dry eyeliner brush to line along the upper and lower lash lines.
",,,3304,36,ZHOD,H30203001,PRC,,,1,,"Not Visible Individually",500,,,,,,,,https://dl.dropboxusercontent.com/s/ocf45teml0c87s1/EYSH_ULTCRM11.main.jpg,,https://dl.dropboxusercontent.com/s/ocf45teml0c87s1/EYSH_ULTCRM11.main.jpg,,https://dl.dropboxusercontent.com/s/ocf45teml0c87s1/EYSH_ULTCRM11.main.jpg,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3000196012,EYSH_ULTCRM12,,3000196012,,Default,simple,"Default Category/Shop/MAKE -UP,Default Category/Shop/MAKE -UP/EYES",,"EYE SHADOW & PALETTES",base,"Ultra Cream Eyeshadow-12 -Extra-3 g / 0.11 oz",PAC,WOMEN,,Cream,Crème,"Medium Coverage ",,,,,,,1,Blue,"12 -Extra","3 g / 0.11 oz","These gorgeous shadows glide on instinctively, hugging the curves of the eyelid, and then dry down to a powdery finish. The chic, saturated shades can be layered or mixed to create your own unique signature color or ombre combination.",,,"Use an eyeshadow brush to pat color onto the lid.
Double the shadow as a liner by using an eyeliner brush and pressing into the lash line or using a wet/dry eyeliner brush to line along the upper and lower lash lines.
",,,3304,36,ZHOD,H30203001,PRC,,,1,,"Not Visible Individually",500,,,,,,,,https://dl.dropboxusercontent.com/s/rdhzazvtzkdm30d/EYSH_ULTCRM12.main.jpg,,https://dl.dropboxusercontent.com/s/rdhzazvtzkdm30d/EYSH_ULTCRM12.main.jpg,,https://dl.dropboxusercontent.com/s/rdhzazvtzkdm30d/EYSH_ULTCRM12.main.jpg,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3000196013,EYSH_ULTCRM13,,3000196013,,Default,simple,"Default Category/Shop/MAKE -UP,Default Category/Shop/MAKE -UP/EYES",,"EYE SHADOW & PALETTES",base,"Ultra Cream Eyeshadow-13 -Be My Valentine-3 g / 0.11 oz",PAC,WOMEN,,Cream,Crème,"Medium Coverage ",,,,,,,1,Pink,"13 -Be My Valentine","3 g / 0.11 oz","These gorgeous shadows glide on instinctively, hugging the curves of the eyelid, and then dry down to a powdery finish. The chic, saturated shades can be layered or mixed to create your own unique signature color or ombre combination.",,,"Use an eyeshadow brush to pat color onto the lid.
Double the shadow as a liner by using an eyeliner brush and pressing into the lash line or using a wet/dry eyeliner brush to line along the upper and lower lash lines.
",,,3304,36,ZHOD,H30203001,PRC,,,1,,"Not Visible Individually",500,,,,,,,,https://dl.dropboxusercontent.com/s/bvddhkbywt85f2h/EYSH_ULTCRM13.main.jpg,,https://dl.dropboxusercontent.com/s/bvddhkbywt85f2h/EYSH_ULTCRM13.main.jpg,,https://dl.dropboxusercontent.com/s/bvddhkbywt85f2h/EYSH_ULTCRM13.main.jpg,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3000196014,EYSH_ULTCRM14,,3000196014,,Default,simple,"Default Category/Shop/MAKE -UP,Default Category/Shop/MAKE -UP/EYES",,"EYE SHADOW & PALETTES",base,"Ultra Cream Eyeshadow-14 -Red Alert-3 g / 0.11 oz",PAC,WOMEN,,Cream,Crème,"Medium Coverage ",,,,,,,1,Orange,"14 -Red Alert","3 g / 0.11 oz","These gorgeous shadows glide on instinctively, hugging the curves of the eyelid, and then dry down to a powdery finish. The chic, saturated shades can be layered or mixed to create your own unique signature color or ombre combination.",,,"Use an eyeshadow brush to pat color onto the lid.
Double the shadow as a liner by using an eyeliner brush and pressing into the lash line or using a wet/dry eyeliner brush to line along the upper and lower lash lines.
",,,3304,36,ZHOD,H30203001,PRC,,,1,,"Not Visible Individually",500,,,,,,,,https://dl.dropboxusercontent.com/s/lozm8ga6lbdssjb/EYSH_ULTCRM14.main.jpg,,https://dl.dropboxusercontent.com/s/lozm8ga6lbdssjb/EYSH_ULTCRM14.main.jpg,,https://dl.dropboxusercontent.com/s/lozm8ga6lbdssjb/EYSH_ULTCRM14.main.jpg,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
