sku,brand_sku_code,hob_sku_code,ean_upc,store_view_code,attribute_set_code,product_type,categories,subcatagories,merchandise_categories,product_websites,name,manufacturer,gender,range,formulation,finish,coverage,skin_tone,skin_type,spf,hair_type,scalp_type,variant_type,pack_of,shade,color,size,product_details,description,short_description,how_to_use,key_ingredients,concern,hsn,shelf_life,article_type_sap,mc_code,country_of_origin,manufacture_info,weight,product_online,tax_class_name,visibility,price,special_price,special_price_from_date,special_price_to_date,url_key,meta_title,meta_keywords,meta_description,base_image,base_image_label,small_image,small_image_label,thumbnail_image,thumbnail_image_label,additional_images,swatch_image,swatch_image_label,created_at,updated_at,new_from_date,new_to_date,display_product_options_in,map_price,msrp_price,map_enabled,gift_message_available,custom_design,custom_design_from,custom_design_to,custom_layout_update,page_layout,product_options_container,msrp_display_actual_price_type,country_of_manufacture,additional_attributes,qty,out_of_stock_qty,use_config_min_qty,is_qty_decimal,allow_backorders,use_config_backorders,min_cart_qty,use_config_min_sale_qty,max_cart_qty,use_config_max_sale_qty,is_in_stock,notify_on_stock_below,use_config_notify_stock_qty,manage_stock,use_config_manage_stock,use_config_qty_increments,qty_increments,use_config_enable_qty_inc,enable_qty_increments,is_decimal_divided,website_id,related_skus,related_position,crosssell_skus,crosssell_position,upsell_skus,upsell_position,additional_image_labels,configurable_variations
3000021001,MBME112,3000021,3595471021120,,Default,simple,"Default Category/Shop/BATH & BODY,Default Category/Shop/BATH & BODY/FRAGRANCE",,"EAU DE TOILETTE",base," BENZ  INTENSE Eau de Toilette-75-ml",Mercedes-Benz,Men,,,,,,,,,,,,,,75,,"This is a sophisticated scent with a deep sillage that confirms the man’s identity and accentuates his singularity. A fragrance that goes beyond and challenges 
the limits of power and seduction. To last. A fragrance which is a concentrate of intensity and a true sublimation of the original fragrance.

Design- The perfume is enrobed in a black bottle. As black as night, as black as the intensity of a superb encounter. The infinitely masculine elegance of the gradated, lacquered glass reveals the perfume. Luxurious and contemporary. The Mercedes-Benz emblem, the famous three-pointed star, is engraved in relief in the bottom of the bottle. And like a seal on its elegant bonnet. The bottle nestles in a deep, matte, darkly luminous pack stamped with the silver star.

Olfactive Family- Fragrencia Fresca

Top Note- Bergamot, Mandarina

Heart Note- Pimienta Bourbon, Nuez Moscada, Violeta

Base Note- Amber, Cedro

Master perfumer- Olivier Cresp (Firmenich)
Features
 Olfactory Family - Fragrencia Fresca
Top Notes - Bergamot, Mandarina; Heart Notes - Pimienta Bourbon, Nuez Moscada, Violeta; Base Notes - Amber, Cedro",,"Spray on pulse points: behind the ears and on your wrists.","Top Notes - Bergamot, Mandarina; Heart Notes - Pimienta Bourbon, Nuez Moscada, Violeta; Base Notes - Amber, Cedro",,33030090,60,ZHOD,H10301003,France,"MF PRODUCTION, ZI LA MAINE, RUE BERTHELOT,76150 MAROMME-FRANCE",,1,,"Catalog, Search",4900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3000022001,MBWA502,3000022,3595471075024,,Default,simple,"Default Category/Shop/BATH & BODY,Default Category/Shop/BATH & BODY/FRAGRANCE",,"GIFT SETS",base," BENZ  Gift Set-185-ml",Mercedes-Benz,Women,,,,,,,,,,,,,,185,,"An enchanting, luxurious, unexpected fragrance created to accentuate and exalt a woman’s personality. A superb story of femininity and self-assurance, cloaking her in a fragrant aura of delicateness. Mercedes-Benz Woman is a rare, gourmand fragrance composed by a woman— acclaimed master perfumer Honorine Blanc—for women. A woman who knows and understands women, who recognizes and acknowledges their desires with intuition and savoir-faire.

Design- Sensual curves compose this monobloc flacon designed with the precision and exacting eye of a contemporary object. Sophisticated design for an inspired sculpture. At the heart of the pearlescent, velvety bottle, the transparency of glass embraces the legendary star. Purity and transparency, strength and delicacy, finesse and femininity, simplicity and perfection—a perfume, an original design, a pure object of desire.

Olfactive Family- Floral oriental

Top Note- Brazilian gardenia, Pear

Heart Note- Jasmine sambac

Base Note- Vanilla, Musk

Master perfumer- Honorine Blanc",,"Spray on pulse points: behind the ears and on your wrists.",,,33030090,60,ZHOD,H30206001,France,"MF PRODUCTION, ZI LA MAINE, RUE BERTHELOT,76150 MAROMME-FRANCE",,1,,"Catalog, Search",5100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3000023001,81WN010000,3000023,763511009817,,Default,simple,"Default Category/Shop/BATH & BODY,Default Category/Shop/BATH & BODY/FRAGRANCE",,PERFUME,base," Be Delicious Eau de Parfum-50-ml",DKNY,Women,,,,,,,,,,,,,,50,,"A modern feast for the senses, this juicy fragrance combines the sophisticated blend of apples, exotic flowers and woods creates a fresh, juicy scent that can only be called delicious. Like the city that inspired it, Be Delicious celebrates individuality with refreshing spirit.
Features
 Olfactory Family - Floral Fruity 
Top Notes - Violet leaf, apple, grapefruit and magnolia; Heart Notes - Tuberose, lily of the valley, rose and violet; Base Notes - Sandalwood, amber and musk",,"Spray on pulse points: behind the ears and on your wrists.","Top Notes - Violet leaf, apple, grapefruit and magnolia; Heart Notes - Tuberose, lily of the valley, rose and violet; Base Notes - Sandalwood, amber and musk",,33030090,60,ZHOD,H30103002,Belgium,"Estee Lauder Nv, Nijverheidsstraat 15, Be 2260, Oevel-Westerlo, Belgium",,1,,"Catalog, Search",4400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3000024001,81WR010000,3000024,763511009824,,Default,simple,"Default Category/Shop/BATH & BODY,Default Category/Shop/BATH & BODY/FRAGRANCE",,PERFUME,base," Be Delicious Eau de Parfum-100-ml",DKNY,Women,,,,,,,,,,,,,,100,,"A modern feast for the senses, this juicy fragrance combines the sophisticated blend of apples, exotic flowers and woods creates a fresh, juicy scent that can only be called delicious. Like the city that inspired it, Be Delicious celebrates individuality with refreshing spirit.
Features
 Olfactory Family - Floral Fruity 
Top Notes - Violet leaf, apple, grapefruit and magnolia; Heart Notes - Tuberose, lily of the valley, rose and violet; Base Notes - Sandalwood, amber and musk",,"Spray on pulse points: behind the ears and on your wrists.","Top Notes - Violet leaf, apple, grapefruit and magnolia; Heart Notes - Tuberose, lily of the valley, rose and violet; Base Notes - Sandalwood, amber and musk",,33030090,60,ZHOD,H30103002,Belgium,"Estee Lauder Nv, Nijverheidsstraat 15, Be 2260, Oevel-Westerlo, Belgium",,1,,"Catalog, Search",6300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3000025001,5KKM010000,3000025,22548371039,,Default,simple,"Default Category/Shop/BATH & BODY,Default Category/Shop/BATH & BODY/FRAGRANCE",,PERFUME,base," Be Tempted Eau So Blush Eau de Parfum-100-ml",DKNY,Women,,,,,,,,,,,,,,100,,"Invigorating top notes combine pink grapefruit, magnolia, red currant and red orange. A heart of playful peony, sensual jasmine and cedar wood melts into a base of creamy woods, apricot and solar musk.
Features
 Olfactory Family - Floral Fruity 
Top Notes - Pink grapefruit, magnolia, red currant and red orange; Heart Notes - Playful peony, sensual jasmine and cedar wood; Base Notes - Creamy woods, apricot and solar musk",,"Spray on pulse points: behind the ears and on your wrists.","Top Notes - Pink grapefruit, magnolia, red currant and red orange; Heart Notes - Playful peony, sensual jasmine and cedar wood; Base Notes - Creamy woods, apricot and solar musk",,33030090,60,ZHOD,H30103002,Belgium,"Estee Lauder Nv, Nijverheidsstraat 15, Be 2260, Oevel-Westerlo, Belgium",,1,,"Catalog, Search",6300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3000026001,5H1X010000,3000026,22548355145,,Default,simple,"Default Category/Shop/BATH & BODY,Default Category/Shop/BATH & BODY/FRAGRANCE",,PERFUME,base," Be Tempted Eau de Parfum-50-ml",DKNY,Women,,,,,,,,,,,,,,50,,"Have you ever wondered if you should?  If you dare?  Give in to the temptation with DKNY Be Tempted, a provocative delectably addictive new fragrance that expresses an overt willing and want for sensorial seduction.
Features
 Olfactory Family - Floral Fruity Gourmand
Top Notes - Blackcurrant bud, lemon, devil licorice accord & red fruit; Heart Notes - Rose essential oil, violet & orange blossom; Base Notes - Indonesian patchouli oil, vanilla cream & myrrh resin",,"Spray on pulse points: behind the ears and on your wrists.","Top Notes - Blackcurrant bud, lemon, devil licorice accord & red fruit; Heart Notes - Rose essential oil, violet & orange blossom; Base Notes - Indonesian patchouli oil, vanilla cream & myrrh resin",,33030090,60,ZHOD,H30103002,Belgium,"Estee Lauder Nv, Nijverheidsstraat 15, Be 2260, Oevel-Westerlo, Belgium",,1,,"Catalog, Search",4400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3000027001,5H1W010000,3000027,22548355114,,Default,simple,"Default Category/Shop/BATH & BODY,Default Category/Shop/BATH & BODY/FRAGRANCE",,PERFUME,base," Be Tempted Eau de Parfum-100-ml",DKNY,Women,,,,,,,,,,,,,,100,,"Have you ever wondered if you should?  If you dare?  Give in to the temptation with DKNY Be Tempted, a provocative delectably addictive new fragrance that expresses an overt willing and want for sensorial seduction.
Features
 Olfactory Family - Floral Fruity Gourmand
Top Notes - Blackcurrant bud, lemon, devil licorice accord & red fruit; Heart Notes - Rose essential oil, violet & orange blossom; Base Notes - Indonesian patchouli oil, vanilla cream & myrrh resin",,"Spray on pulse points: behind the ears and on your wrists.","Top Notes - Blackcurrant bud, lemon, devil licorice accord & red fruit; Heart Notes - Rose essential oil, violet & orange blossom; Base Notes - Indonesian patchouli oil, vanilla cream & myrrh resin",,33030090,60,ZHOD,H30103002,Belgium,"Estee Lauder Nv, Nijverheidsstraat 15, Be 2260, Oevel-Westerlo, Belgium",,1,,"Catalog, Search",6300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3000028001,2T8M010000,3000028,22548228562,,Default,simple,"Default Category/Shop/BATH & BODY,Default Category/Shop/BATH & BODY/FRAGRANCE",,PERFUME,base," Bd Golden Delicious Eau de Parfum-50-ml",DKNY,Women,,,,,,,,,,,,,,50,,"DKNY Golden Delicious glistens with a glamorous burst of succulent orange flower water. The heart beats deeper with floral touches of white rose and muguet flower. In the base, musk, sandalwood, and teakwood blend together, lending a warm, lasting touch of sensuality. And, of course, the scent of Golden Delicious apple provides an elegant and memorable character that shines throughout the life of the scent.
Features
 Olfactory Family - Floral Woody Musk
Top Notes - Apple, orange blossom & Mirabelle plum; Heart Notes - White roses, Casablanca lilies, lily of the valley & vanilla orchid; Base Notes - Musk, sandalwood & teak",,"Spray on pulse points: behind the ears and on your wrists.","Top Notes - Apple, orange blossom & Mirabelle plum; Heart Notes - White roses, Casablanca lilies, lily of the valley & vanilla orchid; Base Notes - Musk, sandalwood & teak",,33030090,60,ZHOD,H30103002,Belgium,"Estee Lauder Nv, Nijverheidsstraat 15, Be 2260, Oevel-Westerlo, Belgium",,1,,"Catalog, Search",4400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3000029001,2WEC010000,3000029,22548237564,,Default,simple,"Default Category/Shop/BATH & BODY,Default Category/Shop/BATH & BODY/FRAGRANCE",,PERFUME,base," Bd Golden Delicious Eau de Parfum-100-ml",DKNY,Women,,,,,,,,,,,,,,100,,"DKNY Golden Delicious glistens with a glamorous burst of succulent orange flower water. The heart beats deeper with floral touches of white rose and muguet flower. In the base, musk, sandalwood, and teakwood blend together, lending a warm, lasting touch of sensuality. And, of course, the scent of Golden Delicious apple provides an elegant and memorable character that shines throughout the life of the scent.
Features
 Olfactory Family - Floral Woody Musk
Top Notes - Apple, orange blossom & Mirabelle plum; Heart Notes - White roses, Casablanca lilies, lily of the valley & vanilla orchid; Base Notes - Musk, sandalwood & teak",,"Spray on pulse points: behind the ears and on your wrists.","Top Notes - Apple, orange blossom & Mirabelle plum; Heart Notes - White roses, Casablanca lilies, lily of the valley & vanilla orchid; Base Notes - Musk, sandalwood & teak",,33030090,60,ZHOD,H30103002,Belgium,"Estee Lauder Nv, Nijverheidsstraat 15, Be 2260, Oevel-Westerlo, Belgium",,1,,"Catalog, Search",6300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3000030001,80C7010000,3000030,763511100002,,Default,simple,"Default Category/Shop/BATH & BODY,Default Category/Shop/BATH & BODY/FRAGRANCE",,PERFUME,base," Women Eau de Parfum-50-ml",DKNY,Women,,,,,,,,,,,,,,50,,"DKNY Original Women EDP is the first urban floral fragrance that captures the true essence and spirit of New York. A vibrant burst of Blood Orange drenched in refreshing chilled Mandarin Vodka imparts the energetic personality of the scent
Features
 Olfactory Family - Floral Fruity 
Top Notes - Blood Orange, Tomato Leaf, Vodka; Heart Notes - Daffodil, Orchid, Water Lily; Base Notes - Birch, Tulip",,"Spray on pulse points: behind the ears and on your wrists.","Top Notes - Blood Orange, Tomato Leaf, Vodka; Heart Notes - Daffodil, Orchid, Water Lily; Base Notes - Birch, Tulip",,33030090,60,ZHOD,H30103002,Belgium,"Estee Lauder Nv, Nijverheidsstraat 15, Be 2260, Oevel-Westerlo, Belgium",,1,,"Catalog, Search",3500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3000031001,80C8010000,3000031,763511100019,,Default,simple,"Default Category/Shop/BATH & BODY,Default Category/Shop/BATH & BODY/FRAGRANCE",,PERFUME,base," Women Eau de Parfum-100-ml",DKNY,Women,,,,,,,,,,,,,,100,,"DKNY Original Women EDP is the first urban floral fragrance that captures the true essence and spirit of New York. A vibrant burst of Blood Orange drenched in refreshing chilled Mandarin Vodka imparts the energetic personality of the scent
Features
 Olfactory Family - Floral Fruity 
Top Notes - Blood Orange, Tomato Leaf, Vodka; Heart Notes - Daffodil, Orchid, Water Lily; Base Notes - Birch, Tulip",,"Spray on pulse points: behind the ears and on your wrists.","Top Notes - Blood Orange, Tomato Leaf, Vodka; Heart Notes - Daffodil, Orchid, Water Lily; Base Notes - Birch, Tulip",,33030090,60,ZHOD,H30103002,Belgium,"Estee Lauder Nv, Nijverheidsstraat 15, Be 2260, Oevel-Westerlo, Belgium",,1,,"Catalog, Search",4900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3000032001,80J8010000,3000032,763511101238,,Default,simple,"Default Category/Shop/BATH & BODY,Default Category/Shop/BATH & BODY/FRAGRANCE",,"EAU DE TOILETTE",base," Men Eau de Toilette-100-ml",DKNY,Men,,,,,,,,,,,,,,100,,"It's a energetic wave of aromatic fruity accords to your day with Donna Karan DKNY EDT Spray. It features a refreshing mix of moss, woods, cedar and tobacco that's masculine without becoming overpowering. This DKNY fragrance is recommended for daytime wear, so it's a wise choice for the office or workplace. The tall slender bottle fits easily into your overnight bag for travel. 
Features
 Olfactory Family - Spicy
Top Notes - Juniper Berries, Grapefruit; Heart Notes - Ocean Mist, Jasmine; Base Notes - Patchouli, Dark Woods",,"Spray on pulse points: behind the ears and on your wrists.","Top Notes - Juniper Berries, Grapefruit; Heart Notes - Ocean Mist, Jasmine; Base Notes - Patchouli, Dark Woods",,33030090,60,ZHOD,H10301003,Belgium,"Estee Lauder Nv, Nijverheidsstraat 15, Be 2260, Oevel-Westerlo, Belgium",,1,,"Catalog, Search",5100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3000033001,J370314,3000033,3562700373145,,Default,simple,"Default Category/Shop/BATH & BODY,Default Category/Shop/BATH & BODY/FRAGRANCE",,"EAU DE TOILETTE",base," Classic Black Eau de Toilette-100-ml",Jaguar,Men,,,,,,,,,,,,,,100,,"Jaguar Classic Black stands in the great fragrance tradition of Oriental-Fougère scents. It is an expressive, emphatically masculine fragrance that perfectly unites freshness and sensuousness. Its head note of mandarin orange, green apple and bitter orange is exhilarating. From the heart note arise the tantalizing scents of cardamom, black tea, nutmeg and geranium – rounded out by a fresh marine accord. In the base note it reveals its seductive side, with the sensuous essences of sandalwood and cedar, vetiver and musk
Features
 Olfactory Family - Oriental Woody
Top Notes - Green Apple, Tangerine, Orange; Heart Notes - Cardamom, Nutmeg, Black Tea; Base Notes - Sandalwood, White Musk Cedarwood",,"Spray on pulse points: behind the ears and on your wrists.","Top Notes - Green Apple, Tangerine, Orange; Heart Notes - Cardamom, Nutmeg, Black Tea; Base Notes - Sandalwood, White Musk Cedarwood",,33030090,60,ZHOD,H10301003,France,"Jaguar Fragrances Ltd , France 67013 Strasbourg ,",,1,,"Catalog, Search",3300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3000034001,J370308,3000034,3562700373084,,Default,simple,"Default Category/Shop/BATH & BODY,Default Category/Shop/BATH & BODY/FRAGRANCE",,"EAU DE TOILETTE",base," Classic Eau de Toilette-100-ml",Jaguar,Men,,,,,,,,,,,,,,100,,"The refreshing note perceived at first contact comes from the refined blend of mandarin, bergamot and orange. This pleasing prelude flows immediately into the aromatic accord of lavender, juniper berry, basil and anise star. It evolves into a fine heart note in which the delicacy of lotus flowers and orange blossom blends seductively with the spiciness of ginger. It is the subtle woody and balsamic notes, accompanied by luxurious sandalwood, sumptuous benzoin and white musk, which are responsible for the lasting sensuousness of this fragrance.
Features
 Olfactory Family - Aromatic-Fougères
Top Notes - Bergamont, Anis Star, Grapefruit; Heart Notes - Lavender, Lotus Flower, Ginger; Base Notes - Sandalwood, White Musk, Benzoin",,"Spray on pulse points: behind the ears and on your wrists.","Top Notes - Bergamont, Anis Star, Grapefruit; Heart Notes - Lavender, Lotus Flower, Ginger; Base Notes - Sandalwood, White Musk, Benzoin",,33030090,60,ZHOD,H10301003,France,"Jaguar Fragrances Ltd , France 67013 Strasbourg ,",,1,,"Catalog, Search",3300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3000035001,J370346,3000035,7640111506836,,Default,simple,"Default Category/Shop/BATH & BODY,Default Category/Shop/BATH & BODY/FRAGRANCE",,DEODORANT,base," Classic Black Deodorant Spray-150-ml",Jaguar,Men,,,,,,,,,,,,,,150,,"Jaguar Classic Black stands in the great fragrance tradition of Oriental-Fougère scents. It is an expressive, emphatically masculine fragrance that perfectly unites freshness and sensuousness. Its head note of mandarin orange, green apple and bitter orange is exhilarating. From the heart note arise the tantalizing scents of cardamom, black tea, nutmeg and geranium – rounded out by a fresh marine accord. In the base note it reveals its seductive side, with the sensuous essences of sandalwood and cedar, vetiver and musk",,"Spray on pulse points: behind the ears and on your wrists.",,,33072000,60,ZHOD,H10301001,France,"Jaguar Fragrances Ltd , France 67013 Strasbourg ,",,1,,"Catalog, Search",399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
